neg,0.056916690555628424
cc,0.13240019916589413
punct,0.18316979564684735
mark,0.2227062233649164
mwe,0.2509683761184959
auxpass,0.2641343902812792
cop,0.2744857151251435
aux,0.27625383204384907
case,0.2835423087062747
expl,0.2838161400549372
det,0.30879416081814737
csubjpass,0.3419628388989605
discourse,0.34630842068730894
vocative,0.37656159420151797
dep,0.3794869778656052
foreign,0.42065296762565035
goeswith,0.4232623677798817
dislocated,0.4378071096583863
nummod,0.4692340251602792
reparandum,0.47123367951440576
iobj,0.47488340679663776
parataxis,0.47636998016375376
compound,0.47733550368477806
list,0.47955425537740287
remnant,0.502777150475108
csubj,0.5077591465989651
nsubjpass,0.5267811106584357
advmod,0.538054084047083
name,0.565664533310536
xcomp,0.5924727889461184
appos,0.5991614621251978
ccomp,0.6138597761869514
advcl,0.6493148549247528
acl,0.6723997118234962
nsubj,0.6812279630437597
root,0.7017665766011499
dobj,0.7116634992658887
amod,0.7124321959361795
nmod,0.7842268423538516
conj,0.787191468620452
